"CPUBID","MPUBID","MS860140","MS860141","MS880257","MS880258","MS900321","MS920321","MS940329","MS960327","MS981A18","HOME-A18","HOME-A18","HOME-A18","MS-HOME-A18","MS-HOME-A18","MS-HOME-A18","MS-HOME-A18","VERSION_R26"
195102,1951,-7,-7,-7,-7,-7,-7,-7,-7,0,0,-7,-7,-7,-7,-7,-7,458
195301,1953,-7,-7,-7,-7,-7,-7,0,0,-7,-7,-7,-7,-7,-7,-7,-7,458
195302,1953,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,458
195401,1954,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
195402,1954,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
195403,1954,-7,-7,-7,-7,-7,-7,-7,0,0,-7,-7,-7,-7,-7,-7,-7,458
196001,1960,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
196002,1960,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,458
196201,1962,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
196202,1962,1,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
196501,1965,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
196502,1965,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
197201,1972,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
197401,1974,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
197402,1974,-7,-7,0,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
198001,1980,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
198002,1980,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
198003,1980,-7,-7,-7,-7,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
198601,1986,-7,-7,-7,-7,-7,-7,-7,1,-7,-7,-7,-7,-7,-7,-7,-7,458
199001,1990,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
199002,1990,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
199301,1993,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
199302,1993,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
199303,1993,-7,-7,-7,-7,-7,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
199401,1994,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
199402,1994,1,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
199501,1995,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,-7,-7,-7,-7,-7,458
199502,1995,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,-7,-7,-7,458
199701,1997,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
199702,1997,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
199703,1997,-7,-7,-7,-7,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
199704,1997,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
200201,2002,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
200202,2002,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
200203,2002,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
200204,2002,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
200205,2002,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
200206,2002,-7,-7,-7,-7,-7,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
200207,2002,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
200208,2002,-7,-7,-7,-7,-7,-7,0,0,-7,-7,-7,-7,-7,-7,-7,-7,458
200209,2002,-7,-7,-7,-7,-7,-7,-7,0,0,-7,-7,-7,-7,-7,-7,-7,458
200210,2002,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
200301,2003,-7,-7,-7,-7,20,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
200401,2004,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,458
200801,2008,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
200802,2008,0,-7,1,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
200803,2008,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
200901,2009,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
200902,2009,-7,-7,-7,-7,-7,-7,-7,-7,1,-7,-7,-7,-7,-7,-7,-7,458
201201,2012,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
201202,2012,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
201203,2012,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
201301,2013,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
201302,2013,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
201601,2016,-7,-7,-7,-7,0,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
201602,2016,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
202101,2021,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
202102,2021,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
202103,2021,-7,-7,1,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
202701,2027,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
202702,2027,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
203001,2030,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,-7,-7,-7,-7,-7,458
203501,2035,-7,-7,-7,-7,0,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
203601,2036,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
203602,2036,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
203603,2036,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
204201,2042,-7,-7,-7,-7,-7,-7,0,0,-7,-7,-7,-7,-7,-7,-7,-7,458
204202,2042,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,458
204601,2046,-7,-7,-7,-7,-7,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
204602,2046,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,458
204901,2049,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
205001,2050,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
205002,2050,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
205201,2052,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
205202,2052,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
205301,2053,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
205401,2054,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
205402,2054,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
205403,2054,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
205404,2054,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
205701,2057,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
205702,2057,-7,-7,1,3,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,458
205801,2058,-7,-7,0,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
205802,2058,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
206101,2061,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
206201,2062,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
206202,2062,-7,-7,0,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
206301,2063,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
206401,2064,1,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
206601,2066,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
206602,2066,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
206603,2066,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
206604,2066,-7,-7,-7,-7,0,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
206801,2068,-7,-7,0,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
206802,2068,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,1,-7,-7,-7,-7,458
207001,2070,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
207002,2070,-7,-7,0,-7,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
207101,2071,-7,-7,-7,-7,-7,0,6,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
207102,2071,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
207103,2071,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
207201,2072,-7,-7,1,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
207202,2072,-7,-7,-7,-7,0,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
207301,2073,-7,-7,-7,-7,0,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
207302,2073,-7,-7,-7,-7,-7,-7,0,2,-7,-7,-7,-7,-7,-7,-7,-7,458
207401,2074,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
207402,2074,1,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
207403,2074,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,458
207601,2076,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
207602,2076,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
207603,2076,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
207701,2077,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
207702,2077,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
207703,2077,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
207704,2077,0,-7,1,7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
207901,2079,1,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
207902,2079,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
208201,2082,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
208301,2083,-7,-7,0,-7,15,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
208302,2083,-7,-7,-7,-7,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
208801,2088,-7,-7,-7,-7,1,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
208802,2088,-7,-7,-7,-7,-7,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
209401,2094,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
209402,2094,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
209403,2094,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
209801,2098,1,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
209802,2098,-7,-7,0,-7,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
209803,2098,-7,-7,-7,-7,0,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
209804,2098,-7,-7,-7,-7,-7,0,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
209901,2099,-7,-7,-7,-7,-7,-7,-7,-7,0,2,-7,-7,-7,-7,-7,-7,458
209902,2099,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,-7,-7,-7,-7,-7,458
209903,2099,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,458
210201,2102,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
210202,2102,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
210203,2102,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
210204,2102,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
210205,2102,-7,-7,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
210301,2103,1,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
210302,2103,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
210303,2103,-7,-7,1,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
210304,2103,-7,-7,-7,-7,-7,1,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
210401,2104,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
210402,2104,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
210501,2105,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
210502,2105,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
210503,2105,-7,-7,-7,-7,0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
210504,2105,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
211201,2112,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
211202,2112,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
211203,2112,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
211901,2119,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
211902,2119,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
211903,2119,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
211904,2119,1,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
212001,2120,1,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
212101,2121,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
212102,2121,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
212301,2123,-7,-7,-7,-7,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
212302,2123,-7,-7,-7,-7,-7,-7,5,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
212401,2124,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,458
212501,2125,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
212502,2125,0,-7,1,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
212601,2126,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,458
212801,2128,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
212802,2128,-7,-7,0,-7,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
213001,2130,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
213002,2130,1,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
213003,2130,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,458
213101,2131,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
213102,2131,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
213201,2132,1,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
213301,2133,-7,-7,0,-7,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
213401,2134,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
213402,2134,1,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
213701,2137,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
213702,2137,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
213703,2137,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,-7,-7,-7,-7,-7,458
213901,2139,1,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
213902,2139,-7,-7,1,5,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
213903,2139,-7,-7,-7,-7,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
213904,2139,-7,-7,-7,-7,-7,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
214001,2140,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
214201,2142,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
214202,2142,1,6,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
215001,2150,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,458
215301,2153,1,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
215302,2153,-7,-7,1,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
215303,2153,-7,-7,1,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
215304,2153,-7,-7,-7,-7,-7,0,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
215401,2154,0,-7,1,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
215402,2154,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
215501,2155,-7,-7,-7,-7,-7,-7,-7,0,2,-7,-7,-7,-7,-7,-7,-7,458
215502,2155,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,458
215601,2156,-7,-7,-7,-7,-7,-7,-7,0,0,-7,-7,-7,-7,-7,-7,-7,458
215801,2158,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
215802,2158,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
216101,2161,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
216102,2161,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
216401,2164,-7,-7,-7,-7,-7,-7,7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
216701,2167,-7,-7,-7,-7,-7,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
216702,2167,-7,-7,-7,-7,-7,-7,0,2,-7,-7,-7,-7,-7,-7,-7,-7,458
217401,2174,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
217402,2174,-7,-7,-7,-7,-7,0,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
217403,2174,-7,-7,-7,-7,-7,-7,-7,-7,0,1,-7,-7,-7,-7,-7,-7,458
217404,2174,-7,-7,-7,-7,-7,-7,-7,-7,0,2,-7,-7,-7,-7,-7,-7,458
217501,2175,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
217502,2175,1,1,1,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
217601,2176,-7,-7,-7,-7,-7,-7,-7,0,2,-7,-7,-7,-7,-7,-7,-7,458
217901,2179,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
217902,2179,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
217903,2179,1,5,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
218101,2181,-7,-7,1,2,5,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
218102,2181,-7,-7,-7,-7,-7,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
218601,2186,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
218602,2186,-7,-7,-7,-7,-7,-7,0,0,-7,-7,-7,-7,-7,-7,-7,-7,458
219001,2190,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
219002,2190,1,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
219003,2190,-7,-7,-7,-7,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
219301,2193,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
219302,2193,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
219601,2196,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
219602,2196,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
220001,2200,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,458
220002,2200,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,-7,-7,-7,-7,-7,458
220301,2203,-7,-7,-7,-7,5,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
220401,2204,-7,-7,-7,-7,-7,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
220402,2204,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
220601,2206,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
220602,2206,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
220603,2206,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
220604,2206,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
220605,2206,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
220606,2206,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,458
221001,2210,1,10,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
221002,2210,-7,-7,1,5,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
221003,2210,-7,-7,0,0,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
221101,2211,1,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
221201,2212,-7,-7,1,5,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
221202,2212,-7,-7,-7,-7,-7,-7,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
221401,2214,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
221402,2214,-7,-7,-7,-7,-7,-7,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
221501,2215,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
221502,2215,-7,-7,0,-7,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
221503,2215,-7,-7,-7,-7,-7,-7,-7,-7,-7,5,-7,-7,-7,-7,-7,-7,458
221504,2215,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,458
221701,2217,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
221702,2217,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
222101,2221,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
222401,2224,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
222402,2224,-7,-7,-7,-7,-7,-7,-7,0,3,-7,-7,-7,-7,-7,-7,-7,458
222501,2225,-7,-7,-7,-7,-7,-7,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,458
223001,2230,-7,-7,-7,-7,-7,-7,-7,2,-7,-7,-7,-7,-7,-7,-7,-7,458
223002,2230,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,458
